CNPJ,DENOM_SOCIAL,Data,TAB_X_TP_OPER,TAB_X_CLASSE_SERIE,TAB_X_VL_TOTAL,TAB_X_QT_COTA,TP_FUNDO_CLASSE
39.669.950/0001-49,OCEANO BANK FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,2023-10-31,Amortizações,Subclasse Subordinada 0 | 0,0.0,0.0,
40.211.675/0001-02,G VALUE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,2023-10-31,Captações no Mês,Subclasse Senior 0,0.0,0.0,
40.211.675/0001-02,G VALUE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,2023-10-31,Captações no Mês,Subclasse Senior 0,0.0,0.0,
40.211.675/0001-02,G VALUE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,2023-10-31,Resgates no Mês,Subclasse Senior 0,0.0,0.0,
40.211.675/0001-02,G VALUE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,2023-10-31,Resgates no Mês,Subclasse Senior 0,0.0,0.0,
40.211.675/0001-02,G VALUE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,2023-10-31,Resgates Solicitados,Subclasse Senior 0,0.0,0.0,
40.211.675/0001-02,G VALUE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,2023-10-31,Resgates Solicitados,Subclasse Senior 0,0.0,0.0,
40.211.675/0001-02,G VALUE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,2023-10-31,Amortizações,Subclasse Senior 0,0.0,0.0,
40.211.675/0001-02,G VALUE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO PADRONIZADO,2023-10-31,Amortizações,Subclasse Senior 0,0.0,0.0,
41.755.849/0001-52,BLT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,2023-10-31,Captações no Mês,Subclasse Senior 0,0.0,0.0,
41.755.849/0001-52,BLT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,2023-10-31,Captações no Mês,Subclasse Senior 0,0.0,0.0,
41.755.849/0001-52,BLT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,2023-10-31,Captações no Mês,Subclasse Subordinada 0 | 0,0.0,0.0,
41.755.849/0001-52,BLT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,2023-10-31,Captações no Mês,Subclasse Subordinada 0 | 0,0.0,0.0,
41.755.849/0001-52,BLT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,2023-10-31,Captações no Mês,Subclasse Subordinada 0 | 0,0.0,0.0,
41.755.849/0001-52,BLT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,2023-10-31,Resgates no Mês,Subclasse Senior 0,0.0,0.0,
41.755.849/0001-52,BLT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,2023-10-31,Resgates no Mês,Subclasse Senior 0,0.0,0.0,
41.755.849/0001-52,BLT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,2023-10-31,Resgates no Mês,Subclasse Subordinada 0 | 0,0.0,0.0,
41.755.849/0001-52,BLT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,2023-10-31,Resgates no Mês,Subclasse Subordinada 0 | 0,0.0,0.0,
41.755.849/0001-52,BLT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,2023-10-31,Resgates no Mês,Subclasse Subordinada 0 | 0,0.0,0.0,
41.755.849/0001-52,BLT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,2023-10-31,Resgates Solicitados,Subclasse Senior 0,0.0,0.0,
41.755.849/0001-52,BLT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,2023-10-31,Resgates Solicitados,Subclasse Senior 0,0.0,0.0,
41.755.849/0001-52,BLT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,2023-10-31,Resgates Solicitados,Subclasse Subordinada 0 | 0,0.0,0.0,
41.755.849/0001-52,BLT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,2023-10-31,Resgates Solicitados,Subclasse Subordinada 0 | 0,0.0,0.0,
41.755.849/0001-52,BLT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,2023-10-31,Resgates Solicitados,Subclasse Subordinada 0 | 0,0.0,0.0,
41.755.849/0001-52,BLT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,2023-10-31,Amortizações,Subclasse Senior 0,0.0,0.0,
41.755.849/0001-52,BLT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,2023-10-31,Amortizações,Subclasse Senior 0,0.0,0.0,
41.755.849/0001-52,BLT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,2023-10-31,Amortizações,Subclasse Subordinada 0 | 0,0.0,0.0,
41.755.849/0001-52,BLT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,2023-10-31,Amortizações,Subclasse Subordinada 0 | 0,0.0,0.0,
41.755.849/0001-52,BLT FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,2023-10-31,Amortizações,Subclasse Subordinada 0 | 0,0.0,0.0,
41.755.875/0001-80,BTZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,2023-10-31,Captações no Mês,Subclasse Senior 0,0.0,0.0,
41.755.875/0001-80,BTZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,2023-10-31,Captações no Mês,Subclasse Senior 0,0.0,0.0,
41.755.875/0001-80,BTZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,2023-10-31,Captações no Mês,Subclasse Subordinada 0 | 0,0.0,0.0,
41.755.875/0001-80,BTZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,2023-10-31,Captações no Mês,Subclasse Subordinada 0 | 0,0.0,0.0,
41.755.875/0001-80,BTZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,2023-10-31,Captações no Mês,Subclasse Subordinada 0 | 0,0.0,0.0,
41.755.875/0001-80,BTZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,2023-10-31,Resgates no Mês,Subclasse Senior 0,0.0,0.0,
41.755.875/0001-80,BTZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,2023-10-31,Resgates no Mês,Subclasse Senior 0,0.0,0.0,
41.755.875/0001-80,BTZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,2023-10-31,Resgates no Mês,Subclasse Subordinada 0 | 0,0.0,0.0,
41.755.875/0001-80,BTZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,2023-10-31,Resgates no Mês,Subclasse Subordinada 0 | 0,0.0,0.0,
41.755.875/0001-80,BTZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,2023-10-31,Resgates no Mês,Subclasse Subordinada 0 | 0,0.0,0.0,
41.755.875/0001-80,BTZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,2023-10-31,Resgates Solicitados,Subclasse Senior 0,0.0,0.0,
41.755.875/0001-80,BTZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,2023-10-31,Resgates Solicitados,Subclasse Senior 0,0.0,0.0,
41.755.875/0001-80,BTZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,2023-10-31,Resgates Solicitados,Subclasse Subordinada 0 | 0,0.0,0.0,
41.755.875/0001-80,BTZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,2023-10-31,Resgates Solicitados,Subclasse Subordinada 0 | 0,0.0,0.0,
41.755.875/0001-80,BTZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,2023-10-31,Resgates Solicitados,Subclasse Subordinada 0 | 0,0.0,0.0,
41.755.875/0001-80,BTZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,2023-10-31,Amortizações,Subclasse Senior 0,0.0,0.0,
41.755.875/0001-80,BTZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,2023-10-31,Amortizações,Subclasse Senior 0,0.0,0.0,
41.755.875/0001-80,BTZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,2023-10-31,Amortizações,Subclasse Subordinada 0 | 0,0.0,0.0,
41.755.875/0001-80,BTZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,2023-10-31,Amortizações,Subclasse Subordinada 0 | 0,0.0,0.0,
41.755.875/0001-80,BTZ FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,2023-10-31,Amortizações,Subclasse Subordinada 0 | 0,0.0,0.0,
42.154.687/0001-60,MULTIPLIKE PLUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2023-10-31,Captações no Mês,Subclasse Senior Serie 1,0.0,0.0,
42.154.687/0001-60,MULTIPLIKE PLUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2023-10-31,Captações no Mês,Subclasse Senior Serie 1,0.0,0.0,
42.154.687/0001-60,MULTIPLIKE PLUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2023-10-31,Resgates no Mês,Subclasse Senior Serie 1,0.0,0.0,
42.154.687/0001-60,MULTIPLIKE PLUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2023-10-31,Resgates no Mês,Subclasse Senior Serie 1,362454.97,4735.26,
42.154.687/0001-60,MULTIPLIKE PLUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2023-10-31,Resgates Solicitados,Subclasse Senior Serie 1,0.0,0.0,
42.154.687/0001-60,MULTIPLIKE PLUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2023-10-31,Resgates Solicitados,Subclasse Senior Serie 1,0.0,0.0,
42.154.687/0001-60,MULTIPLIKE PLUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2023-10-31,Amortizações,Subclasse Senior Serie 1,0.0,0.0,
42.154.687/0001-60,MULTIPLIKE PLUS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2023-10-31,Amortizações,Subclasse Senior Serie 1,0.0,0.0,
42.174.080/0001-41,RAM FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,2023-10-31,Amortizações,Subclasse Subordinada Sub | Subordinada 2,0.0,0.0,
42.174.080/0001-41,RAM FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS RESPONSABILIDADE LIMITADA,2023-10-31,Amortizações,Subclasse Subordinada Sub | Subordinada 2,46.66,2299999.99,
42.518.335/0001-46,AFA HIGH YIELD CREDIT OPPORTUNITY FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,2023-10-31,Captações no Mês,Subclasse Subordinada 0 | 0,0.0,0.0,
42.518.335/0001-46,AFA HIGH YIELD CREDIT OPPORTUNITY FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,2023-10-31,Captações no Mês,Subclasse Subordinada 0 | 0,0.0,0.0,
42.518.335/0001-46,AFA HIGH YIELD CREDIT OPPORTUNITY FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,2023-10-31,Resgates no Mês,Subclasse Subordinada 0 | 0,0.0,0.0,
42.518.335/0001-46,AFA HIGH YIELD CREDIT OPPORTUNITY FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,2023-10-31,Resgates no Mês,Subclasse Subordinada 0 | 0,0.0,0.0,
42.518.335/0001-46,AFA HIGH YIELD CREDIT OPPORTUNITY FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,2023-10-31,Resgates Solicitados,Subclasse Subordinada 0 | 0,0.0,0.0,
42.518.335/0001-46,AFA HIGH YIELD CREDIT OPPORTUNITY FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,2023-10-31,Resgates Solicitados,Subclasse Subordinada 0 | 0,0.0,0.0,
42.518.335/0001-46,AFA HIGH YIELD CREDIT OPPORTUNITY FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,2023-10-31,Amortizações,Subclasse Subordinada 0 | 0,0.0,0.0,
42.518.335/0001-46,AFA HIGH YIELD CREDIT OPPORTUNITY FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,2023-10-31,Amortizações,Subclasse Subordinada 0 | 0,0.0,0.0,
42.866.998/0001-51,PRECAVIDA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2023-10-31,Captações no Mês,Subclasse Senior 0,0.0,0.0,
42.866.998/0001-51,PRECAVIDA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2023-10-31,Captações no Mês,Subclasse Senior 0,0.0,0.0,
42.866.998/0001-51,PRECAVIDA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2023-10-31,Resgates no Mês,Subclasse Senior 0,0.0,0.0,
42.866.998/0001-51,PRECAVIDA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2023-10-31,Resgates no Mês,Subclasse Senior 0,0.0,0.0,
42.866.998/0001-51,PRECAVIDA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2023-10-31,Resgates Solicitados,Subclasse Senior 0,0.0,0.0,
42.866.998/0001-51,PRECAVIDA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2023-10-31,Resgates Solicitados,Subclasse Senior 0,0.0,0.0,
42.866.998/0001-51,PRECAVIDA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2023-10-31,Amortizações,Subclasse Senior 0,0.0,0.0,
42.866.998/0001-51,PRECAVIDA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2023-10-31,Amortizações,Subclasse Senior 0,0.0,0.0,
44.173.467/0001-09,MT INSS RECEIVABLES III FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS,2023-10-31,Captações no Mês,Subclasse Subordinada  |,0.0,0.0,
44.173.467/0001-09,MT INSS RECEIVABLES III FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS,2023-10-31,Captações no Mês,Subclasse Subordinada  |,1000000.0,130720.11,
44.173.467/0001-09,MT INSS RECEIVABLES III FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS,2023-10-31,Amortizações,Subclasse Subordinada  |,0.0,0.0,
44.173.467/0001-09,MT INSS RECEIVABLES III FUNDO DE INVESTIMENTO EM  DIREITOS CREDITÓRIOS,2023-10-31,Amortizações,Subclasse Subordinada  |,0.0,0.0,
45.188.001/0001-40,PERSA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,2023-10-31,Captações no Mês,Subclasse Subordinada Cota Mezanino | Serie 1,0.0,0.0,
45.188.001/0001-40,PERSA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,2023-10-31,Captações no Mês,Subclasse Subordinada Cota Mezanino | Serie 1,4200000.0,4200.0,
45.188.001/0001-40,PERSA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,2023-10-31,Resgates no Mês,Subclasse Subordinada Cota Mezanino | Serie 1,0.0,0.0,
45.188.001/0001-40,PERSA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,2023-10-31,Resgates no Mês,Subclasse Subordinada Cota Mezanino | Serie 1,0.0,0.0,
45.188.001/0001-40,PERSA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,2023-10-31,Resgates Solicitados,Subclasse Subordinada Cota Mezanino | Serie 1,0.0,0.0,
45.188.001/0001-40,PERSA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,2023-10-31,Resgates Solicitados,Subclasse Subordinada Cota Mezanino | Serie 1,0.0,0.0,
45.188.001/0001-40,PERSA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,2023-10-31,Amortizações,Subclasse Subordinada Cota Mezanino | Serie 1,0.0,0.0,
45.188.001/0001-40,PERSA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS NÃO-PADRONIZADOS,2023-10-31,Amortizações,Subclasse Subordinada Cota Mezanino | Serie 1,0.0,0.0,
45.207.608/0001-20,MT RECEIVABLES IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2023-10-31,Amortizações,Subclasse Subordinada  |,0.0,0.0,
45.207.608/0001-20,MT RECEIVABLES IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,2023-10-31,Amortizações,Subclasse Subordinada  |,0.0,0.0,
50.309.743/0001-16,ARPEL CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,2023-10-31,Captações no Mês,Subclasse Senior 0,0.0,0.0,
50.309.743/0001-16,ARPEL CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,2023-10-31,Captações no Mês,Subclasse Senior 0,0.0,0.0,
50.309.743/0001-16,ARPEL CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,2023-10-31,Captações no Mês,Subclasse Subordinada 0 | 0,0.0,0.0,
50.309.743/0001-16,ARPEL CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,2023-10-31,Captações no Mês,Subclasse Subordinada 0 | 0,0.0,0.0,
50.309.743/0001-16,ARPEL CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,2023-10-31,Captações no Mês,Subclasse Subordinada 0 | 0,0.0,0.0,
50.309.743/0001-16,ARPEL CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,2023-10-31,Resgates no Mês,Subclasse Senior 0,0.0,0.0,
50.309.743/0001-16,ARPEL CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,2023-10-31,Resgates no Mês,Subclasse Senior 0,0.0,0.0,
50.309.743/0001-16,ARPEL CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,2023-10-31,Resgates no Mês,Subclasse Subordinada 0 | 0,0.0,0.0,
50.309.743/0001-16,ARPEL CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,2023-10-31,Resgates no Mês,Subclasse Subordinada 0 | 0,0.0,0.0,
50.309.743/0001-16,ARPEL CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,2023-10-31,Resgates no Mês,Subclasse Subordinada 0 | 0,0.0,0.0,
50.309.743/0001-16,ARPEL CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,2023-10-31,Resgates Solicitados,Subclasse Senior 0,0.0,0.0,
50.309.743/0001-16,ARPEL CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,2023-10-31,Resgates Solicitados,Subclasse Senior 0,0.0,0.0,
50.309.743/0001-16,ARPEL CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,2023-10-31,Resgates Solicitados,Subclasse Subordinada 0 | 0,0.0,0.0,
50.309.743/0001-16,ARPEL CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,2023-10-31,Resgates Solicitados,Subclasse Subordinada 0 | 0,0.0,0.0,
50.309.743/0001-16,ARPEL CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,2023-10-31,Resgates Solicitados,Subclasse Subordinada 0 | 0,0.0,0.0,
50.309.743/0001-16,ARPEL CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,2023-10-31,Amortizações,Subclasse Senior 0,0.0,0.0,
50.309.743/0001-16,ARPEL CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,2023-10-31,Amortizações,Subclasse Senior 0,0.0,0.0,
50.309.743/0001-16,ARPEL CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,2023-10-31,Amortizações,Subclasse Subordinada 0 | 0,0.0,0.0,
50.309.743/0001-16,ARPEL CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,2023-10-31,Amortizações,Subclasse Subordinada 0 | 0,0.0,0.0,
50.309.743/0001-16,ARPEL CAPITAL FUNDO DE INVESTIMENTO EM DIREITOS CREDITORIOS,2023-10-31,Amortizações,Subclasse Subordinada 0 | 0,0.0,0.0,
08.654.210/0001-05,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL ONE7 LP,2023-11-30,Captações no Mês,Subclasse Subordinada Cota Mezanino | Serie 1,0.0,0.0,
08.654.210/0001-05,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL ONE7 LP,2023-11-30,Captações no Mês,Subclasse Subordinada Cota Mezanino | Serie 1,0.0,0.0,
08.654.210/0001-05,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL ONE7 LP,2023-11-30,Resgates no Mês,Subclasse Subordinada Cota Mezanino | Serie 1,0.0,0.0,
08.654.210/0001-05,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL ONE7 LP,2023-11-30,Resgates no Mês,Subclasse Subordinada Cota Mezanino | Serie 1,0.0,0.0,
08.654.210/0001-05,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL ONE7 LP,2023-11-30,Resgates Solicitados,Subclasse Subordinada Cota Mezanino | Serie 1,0.0,0.0,
08.654.210/0001-05,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL ONE7 LP,2023-11-30,Resgates Solicitados,Subclasse Subordinada Cota Mezanino | Serie 1,0.0,0.0,
08.654.210/0001-05,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL ONE7 LP,2023-11-30,Amortizações,Subclasse Subordinada Cota Mezanino | Serie 1,0.0,0.0,
08.654.210/0001-05,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS MULTISSETORIAL ONE7 LP,2023-11-30,Amortizações,Subclasse Subordinada Cota Mezanino | Serie 1,0.0,0.0,
12.803.721/0001-19,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FRATTO,2023-11-30,Captações no Mês,Subclasse Senior 0,0.0,0.0,
12.803.721/0001-19,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FRATTO,2023-11-30,Captações no Mês,Subclasse Senior 0,0.0,0.0,
12.803.721/0001-19,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FRATTO,2023-11-30,Captações no Mês,Subclasse Subordinada 0 | 0,0.0,0.0,
12.803.721/0001-19,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FRATTO,2023-11-30,Captações no Mês,Subclasse Subordinada 0 | 0,0.0,0.0,
12.803.721/0001-19,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FRATTO,2023-11-30,Captações no Mês,Subclasse Subordinada 0 | 0,0.0,0.0,
12.803.721/0001-19,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FRATTO,2023-11-30,Resgates no Mês,Subclasse Senior 0,0.0,0.0,
12.803.721/0001-19,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FRATTO,2023-11-30,Resgates no Mês,Subclasse Senior 0,0.0,0.0,
12.803.721/0001-19,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FRATTO,2023-11-30,Resgates no Mês,Subclasse Subordinada 0 | 0,0.0,0.0,
12.803.721/0001-19,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FRATTO,2023-11-30,Resgates no Mês,Subclasse Subordinada 0 | 0,0.0,0.0,
12.803.721/0001-19,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FRATTO,2023-11-30,Resgates no Mês,Subclasse Subordinada 0 | 0,0.0,0.0,
12.803.721/0001-19,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FRATTO,2023-11-30,Resgates Solicitados,Subclasse Senior 0,0.0,0.0,
12.803.721/0001-19,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FRATTO,2023-11-30,Resgates Solicitados,Subclasse Senior 0,0.0,0.0,
12.803.721/0001-19,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FRATTO,2023-11-30,Resgates Solicitados,Subclasse Subordinada 0 | 0,0.0,0.0,
12.803.721/0001-19,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FRATTO,2023-11-30,Resgates Solicitados,Subclasse Subordinada 0 | 0,0.0,0.0,
12.803.721/0001-19,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FRATTO,2023-11-30,Resgates Solicitados,Subclasse Subordinada 0 | 0,0.0,0.0,
12.803.721/0001-19,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FRATTO,2023-11-30,Amortizações,Subclasse Senior 0,0.0,0.0,
12.803.721/0001-19,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FRATTO,2023-11-30,Amortizações,Subclasse Senior 0,0.0,0.0,
12.803.721/0001-19,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FRATTO,2023-11-30,Amortizações,Subclasse Subordinada 0 | 0,0.0,0.0,
12.803.721/0001-19,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FRATTO,2023-11-30,Amortizações,Subclasse Subordinada 0 | 0,0.0,0.0,
12.803.721/0001-19,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS FRATTO,2023-11-30,Amortizações,Subclasse Subordinada 0 | 0,0.0,0.0,
19.388.423/0001-59,FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS IOX I,2023-11-30,Captações no Mês,Subclasse Senior Serie Unica,0.0,0.0,
